price,salary,expenses,usage,need_score,safety,regret
76721,93402,20449,25,0.42999999999999994,0.44500393995845916,0.5525478005904297
31373,58870,36030,6,0.58,0.22931340241209444,0.7919809578975574
76753,159783,144271,4,0.43999999999999995,0.06672534625085272,0.9342320426199349
94283,196314,106971,18,0.72,0.4339611235062196,0.5035184897952945
84789,83227,9967,23,0.57,0.44746689175387794,0.5827588745638903
12797,103596,71732,4,0.52,0.28197339665624155,0.6855579514276872
99432,29171,7451,3,0.38,-0.5807471804189092,1.0
46240,150064,58521,20,0.33999999999999997,0.4535699968013648,0.5062313832582863
65289,111328,92440,2,0.58,0.08592745760275936,0.9513769483742249
46502,147626,138943,21,0.58,0.31302740709631094,0.7259362872733972
8312,124601,50607,21,0.71,0.6405263440903364,0.3449449007547955
21200,67857,40948,8,0.52,0.30089529451640956,0.5688940126522337
45595,133943,114850,29,0.7999999999999999,0.48489648581859446,0.5250509215212302
17173,104995,66250,25,0.42999999999999994,0.4775389780465737,0.5141012147998086
50476,57044,42544,29,0.72,0.34221765654582426,0.6910906467277589
77616,132230,90076,20,0.33999999999999997,0.25342403388035994,0.8074446446072215
94026,177636,158484,26,0.48,0.2883308788759035,0.7526968920744151
89772,50106,21589,16,0.33999999999999997,-0.04783914102103537,1.0
15588,22708,6991,16,0.33999999999999997,0.3329177382420293,0.738200754842896
97522,122842,35881,9,0.72,0.35099926735155723,0.6727690343658035
11656,98958,37920,5,0.29,0.34838664888134363,0.6442962334359146
11228,97603,38872,24,0.57,0.6171821870229399,0.3690958116216091
33776,33689,5166,25,0.43999999999999995,0.41988773783727634,0.5911313413021254
37625,41644,34253,20,0.43999999999999995,0.13194476995485543,0.8909438733527388
53812,54998,42055,17,0.48,0.11460365831484787,0.9691209633525291
72069,53919,12619,17,0.52,0.2314006936330421,0.6927056190329174
56684,179034,75533,1,0.43999999999999995,0.27826015170302854,0.703888388256641
889,59194,49367,8,0.57,0.31289985471500487,0.6372805608266419
69767,21481,12256,4,0.71,-0.5495743680461803,1.0
12389,147815,132426,16,0.33999999999999997,0.2784996786523695,0.7018845829109354
60222,107051,24581,5,0.58,0.36338590017841965,0.6154884631004782
32302,161880,5887,1,0.6599999999999999,0.5335905609093156,0.4447975471324531
91063,104526,12846,1,0.42999999999999994,0.2284810860455772,0.7633528735902279
89616,95277,27931,24,0.33999999999999997,0.34256257019007735,0.6590772795805019
96056,161633,152973,28,0.48,0.2671458922373525,0.694929341027644
88228,165328,123490,12,0.58,0.23512793961095524,0.802009558478391
90765,96361,9117,11,0.24,0.2615767997426344,0.8066631407444824
65119,173619,73136,19,0.72,0.5249817934673049,0.5155880342572747
46300,131072,99767,27,0.48,0.40356298828125003,0.5390238472811191
42637,94816,7642,25,0.42999999999999994,0.6118562689841377,0.3773982132583584
84881,21813,16107,25,0.19999999999999998,-0.7527561545867143,1.0
77719,85618,6920,9,0.7999999999999999,0.4253479408535588,0.5734744516027294
51016,170946,143746,25,0.42999999999999994,0.35311580265112963,0.6381664844537286
68998,150970,95009,24,0.38,0.3651611578459296,0.5869534297095835
1634,30278,15996,20,0.38,0.48648827531541056,0.5460098029922839
10942,25039,9897,29,0.57,0.5717951595511003,0.3422672958057915
67397,136214,96785,6,0.43999999999999995,0.15934917115714972,0.9044002848078524
76662,133143,115253,10,0.52,0.13701064269244342,0.9118677589156339
44016,43248,28624,6,0.19999999999999998,-0.050070292267850536,1.0
93208,170368,96829,9,0.72,0.3145297708489858,0.7019773599404678
50331,127237,88961,4,0.33999999999999997,0.14365910859262637,0.9010592857679923
82482,93233,29417,22,0.33999999999999997,0.3303854429225704,0.5863840703257414
74039,49493,31711,28,0.38,0.08892857575818797,0.9923785641809677
67673,115985,61704,6,0.38,0.18616105530887614,0.8542835906964243
12856,167026,87722,1,0.7999999999999999,0.4168291164249877,0.6104940717823953
33328,154678,62620,26,0.52,0.5894234991401492,0.35329958995990474
85274,101257,66753,16,0.24,0.1156564385672102,0.8161749301967319
85014,133650,64500,7,0.57,0.2571301907968575,0.7516106976435813
7468,36322,19749,22,0.3,0.4308303507516105,0.577402407016318
62434,43199,37115,16,0.43999999999999995,-0.08524484363063956,1.0
70793,195121,149989,22,0.33999999999999997,0.3056762829218792,0.7402464392752415
21613,61458,28501,10,0.72,0.4249996420319567,0.5415310553294865
97906,89166,52861,19,0.6199999999999999,0.20945894174909713,0.739520830059291
16034,194442,13328,1,0.33999999999999997,0.4598435728906306,0.49674179051555106
56553,181121,141690,1,0.33999999999999997,0.10541048249512758,0.9213209718109941
94000,179988,75463,29,0.57,0.5366161521879237,0.47797191993875365
30509,35810,10126,17,0.43999999999999995,0.3333013124825468,0.6454494188486207
40642,59082,37130,29,0.48,0.37625313970414,0.685971764096913
15171,184344,113117,9,0.42999999999999994,0.3488631905567851,0.6577378555740927
50310,20717,9434,2,0.3,-0.40068204855915435,1.0
3081,43185,16999,6,0.57,0.4521439157114739,0.4941793200347607
77348,176379,16064,13,0.57,0.5330094795865722,0.4636401633162523
80430,173407,50095,23,0.71,0.5882986326964886,0.3831326562310158
8526,150526,114162,11,0.48,0.33363939784489055,0.6282043827417265
54819,195607,83542,25,0.8599999999999999,0.6530883659582736,0.35935808880755943
59697,88975,37172,7,0.72,0.31760550716493396,0.7158269858430957
36431,120922,91598,9,0.72,0.31261831593920053,0.6414812459497092
81971,37374,16138,26,0.6599999999999999,0.027302188687322593,0.9680778893825099
33321,138028,44178,16,0.72,0.5755515402671921,0.36359243961516263
67665,53722,15625,12,0.72,0.24179836938312055,0.7061870442054989
5386,69522,38625,18,0.7999999999999999,0.5745266246655735,0.43749461917636584
52377,122638,58442,3,0.33999999999999997,0.21325784830150524,0.816603562611164
28026,134444,71458,22,0.19999999999999998,0.4048594210228794,0.5477231787659106
38201,175103,130814,24,0.8599999999999999,0.5337235455703214,0.4432726417230036
81264,137269,71629,21,0.33999999999999997,0.325672424218141,0.6710081949023604
86179,136525,38457,6,0.48,0.3019564182384179,0.6760696547523916
98037,122476,33901,8,0.52,0.28514350566641633,0.7964992036972482
93959,55503,35746,12,0.43999999999999995,-0.11347393834567499,1.0
61614,131603,81234,21,0.33999999999999997,0.3246395294940084,0.6631564468222815
33433,26644,7850,14,0.6199999999999999,0.23170860231196505,0.7700477311844218
98632,175065,91724,29,0.58,0.4854023362750979,0.4591478290643559
11422,90014,13210,2,0.33999999999999997,0.4252306085719999,0.6099514722176589
72874,25741,18281,28,0.3,-0.3633903111767218,1.0
14711,186667,35257,22,0.6599999999999999,0.7188067842735995,0.2778860514827172
63685,39610,18878,24,0.29,0.05402095430446863,0.9133244626280146
98290,136136,5570,25,0.72,0.6330344361520832,0.42850928950565353
62345,169134,21999,22,0.52,0.6133886977189684,0.47086201621645707
83555,195507,140601,1,0.19999999999999998,0.054122819131795785,0.8968641220533288
19904,156285,107412,2,0.6599999999999999,0.3048797389384778,0.8482176093318331
22939,128106,29519,11,0.7999999999999999,0.6041106583610447,0.40564059084036164
26017,59350,51223,11,0.19999999999999998,0.0932636899747262,0.8688222065808943
30268,79546,8327,3,0.42999999999999994,0.4029745556030473,0.6782970373548918
9576,185070,163302,14,0.33999999999999997,0.2735253687793807,0.7968509540975379
72989,98768,40903,29,0.57,0.4736488336303256,0.49337105294371275
97683,52101,7775,20,0.38,0.09184495499126699,0.8729116223179585
91195,46616,19119,8,0.6599999999999999,-0.07294602711515363,1.0
83069,75863,47043,7,0.33999999999999997,-0.004537969761280236,1.0
11849,155203,49825,4,0.48,0.4326839816240665,0.4714110383507438
24241,154445,146407,5,0.94,0.30573110168668455,0.6867636872340401
85603,174978,125747,28,0.29,0.33277569751625913,0.712993816261749
41685,161417,126015,9,0.57,0.2712548058754654,0.7012681803947579
74116,74219,50991,15,0.29,0.06260260849647664,1.0
54853,51379,33378,13,0.6599999999999999,0.14785830786897364,0.8700336095645775
63290,168690,11587,25,0.57,0.6809691742249098,0.39717526420050014
35200,129373,40303,13,0.43999999999999995,0.45576531424640376,0.530535031662131
2381,147992,85059,14,0.48,0.44927177144710534,0.6245749498588085
82472,23262,6445,3,0.48,-0.6004304015131974,1.0
84714,28597,11855,8,0.71,-0.36152320173444763,1.0
57521,140062,17100,20,0.43999999999999995,0.5599597606774143,0.39619060959705815
21362,197747,156014,22,0.52,0.42800888003357823,0.5646261001036709
85399,20336,15165,1,0.38,-1.0341087726199842,1.0
71886,123751,109433,13,0.6599999999999999,0.2000123473749707,0.8214688996567131
71628,133892,96632,29,0.71,0.4538230514145729,0.6144343866800311
35024,190591,54649,14,0.52,0.5261766610175717,0.4438550142904124
82562,113095,77307,9,0.57,0.16856974225208896,0.7759300791536147
54164,194463,126757,25,0.33999999999999997,0.40770828383805663,0.5900161038968813
64127,56639,39574,1,0.33999999999999997,-0.10714405268454597,1.0
30463,38074,20549,1,0.57,0.125085202500394,0.970535267995446
75976,136192,113959,21,0.7999999999999999,0.3479411419172932,0.6952665687562511
91110,176140,70727,22,0.29,0.39120688089020095,0.5589634822936514
42330,78817,39642,28,0.52,0.47369491353388227,0.4646890291142457
77418,21051,14765,5,0.8599999999999999,-0.6758487482779916,1.0
96427,45954,29423,27,0.6199999999999999,-0.029609522566044322,1.0
49347,33255,9567,18,0.57,0.1907564276048715,0.8254464238062066
97557,108535,81524,3,1.0,0.1598917399917078,0.7827236905175088
32454,95033,49041,3,0.33999999999999997,0.22313255395494197,0.7670835181012103
32799,163464,49724,26,0.33999999999999997,0.580129374051779,0.49380680642161556
68266,97963,25566,16,0.57,0.4175530863693435,0.5406415638366765
78025,91088,71163,21,0.72,0.25652103460389947,0.6492396474452868
66285,113326,45953,14,0.33999999999999997,0.3043307978751566,0.7018113740518533
57183,55440,34546,15,0.33999999999999997,0.09331854256854255,0.856248257373116
46427,164098,73309,23,0.8599999999999999,0.6244276225182512,0.41628085164836637
99114,80652,39484,5,0.58,0.059503149332936545,0.9047210097041474
96245,168040,35266,1,0.48,0.2982281599619139,0.7235134010764284
96699,30956,22274,29,0.8599999999999999,-0.2769418529525779,1.0
88520,192646,36417,24,0.58,0.6005369641726275,0.37878275915629034
76386,106567,96748,1,0.52,-0.012180862743626064,1.0
75460,40884,10454,22,0.6599999999999999,0.16200743567165632,0.8088125980110434
79172,79993,13848,16,0.6599999999999999,0.39183296038403365,0.6600859821669323
65833,62222,54223,29,0.06,0.04201208575744919,0.9675091087388037
24866,92920,27553,5,0.6199999999999999,0.4371084804132587,0.5853524556509929
75639,180497,93209,17,0.33999999999999997,0.339721347169205,0.6640746795437693
15586,73822,29042,12,0.19999999999999998,0.3592988540001626,0.5601975736291186
10783,95426,45863,8,0.29,0.34085513382097116,0.6559418142523344
61881,142019,114708,26,0.57,0.3772050852350741,0.6492895725091146
99611,198173,74443,27,1.0,0.6689473843560929,0.33600606944007755
29307,156385,149670,24,0.3,0.29095469514339606,0.6331799940726792
56378,70113,57999,24,0.58,0.24188070685892776,0.7330207077728376
38584,47877,36601,21,0.52,0.21843854042650965,0.7683987180603089
58296,75468,24094,6,0.6199999999999999,0.28655758732177883,0.7135829384625273
72045,170673,55599,9,0.6199999999999999,0.419057777152801,0.6598814016778116
4222,122266,83270,11,0.72,0.4432181963914743,0.5135876555790374
43961,69877,37247,3,0.71,0.24104942971220858,0.822923816870679
55286,178458,167793,9,0.6599999999999999,0.21896526913895703,0.8032098168902693
36199,105166,83916,23,0.48,0.35156213985508633,0.590844440915575
66753,105016,6609,10,0.57,0.45513289403519464,0.48823365337096053
51272,58346,51602,21,0.19999999999999998,0.052607205292565073,0.9646105831718328
48447,25695,11401,25,0.48,0.05087877018875275,0.8536534254358826
2381,135700,78914,16,0.42999999999999994,0.4511230655858512,0.6147920506567823
16959,173903,105649,28,0.6599999999999999,0.6057373018291806,0.4418401866995215
32506,52766,19407,15,0.48,0.36207034833036433,0.5868715287916206
28702,167596,121477,17,0.58,0.40269471825103226,0.5252130604489821
67130,113846,27927,13,0.42999999999999994,0.3839811148393444,0.6588854234386865
81826,89518,50283,14,0.33999999999999997,0.14309475189347393,0.8832821060405268
70969,99507,85152,4,1.0,0.18374265127076486,0.803184066863275
16928,127445,25323,19,0.52,0.6266732315900977,0.39949651925500307
46396,115598,71467,7,0.57,0.2732981366459627,0.7104224954963813
3621,83928,46347,18,0.58,0.5201674292250501,0.49212741212059513
76716,155747,82986,21,0.06,0.2670993084939036,0.5852469364735329
1661,42337,25666,2,0.6199999999999999,0.3517377707442662,0.6422082311852817
34154,23178,7176,21,0.48,0.18809267408749675,0.8137479332007732
89812,186494,16984,11,0.72,0.5450976653404399,0.41626936239601886
11270,118071,53899,26,0.58,0.622766081425583,0.41874350916754755
49846,60130,21395,10,0.33999999999999997,0.21098386828538163,0.7387026639983442
70909,82559,69892,28,0.72,0.29970522898775426,0.683095967440556
29592,78741,56502,22,0.6599999999999999,0.41822859755400615,0.5674629706115953
6043,133985,125843,9,0.8599999999999999,0.35877657946785085,0.5354801057812997
73242,173263,91803,28,0.48,0.48524446650467784,0.6294543976599796
41986,156269,12452,12,0.33999999999999997,0.5095234371500427,0.4841136618548436
11585,113076,24053,5,0.94,0.6161778980508683,0.3304403594190828
80577,99267,12189,16,0.72,0.4833680074949379,0.5026535772917349
62087,47564,33835,18,0.42999999999999994,0.032856277857202965,0.9270336079309869
79033,54782,25173,12,0.58,0.0773905297360446,0.903840622484301
81922,99558,90549,12,0.52,0.06533887784005302,0.9687929263383823
68289,43382,27394,15,0.3,-0.08482365958231525,1.0
82345,172027,115674,23,0.57,0.3884304614973231,0.6177248427320574
20745,29726,12774,2,0.19999999999999998,0.0987478974634999,0.9474688166860892
64927,45216,37467,23,0.33999999999999997,-0.030227972399150704,0.990443484249387
35254,88111,55733,1,0.43999999999999995,0.16895463676498962,0.8218530191989164
7993,114913,99108,8,0.19999999999999998,0.17414844273493862,0.8366828060352922
84064,27371,19547,20,0.42999999999999994,-0.478043951627635,1.0
7328,125573,12130,11,0.33999999999999997,0.555854172473382,0.5484481800034737
2535,95986,90959,8,0.71,0.30602585793761594,0.6432361674030914
64427,76396,18331,19,0.42999999999999994,0.3700223048327138,0.6489876136249559
99745,104577,47431,20,0.57,0.3034411677519913,0.6875785073587
31271,163687,6466,22,0.43999999999999995,0.678886680066224,0.2861474095423929
33867,119956,92460,16,0.38,0.2809883957451066,0.7771345185845087
38867,35989,14290,17,0.6599999999999999,0.2851830281474895,0.7865236080141896
97122,60475,22130,25,0.58,0.1958296816866475,0.816649546402811
36886,68291,32405,28,0.48,0.4721556866937078,0.4814551078532542
1446,165399,118880,6,0.52,0.32587853614592593,0.6621526212786283
62361,192275,161153,23,0.52,0.35344506566116246,0.6205582726142105
88035,103384,5390,29,0.72,0.6296854832469241,0.3457110132056436
9621,25867,20284,4,0.48,0.15875161402559246,0.9495011893647377
70422,131048,101444,8,0.48,0.15314809840669066,0.9063793313104892
1007,68785,59427,29,0.29,0.4270268953987061,0.5351569333698651
24995,156109,33633,7,0.71,0.5487880070976049,0.45983950249260463
72447,139873,121843,4,0.58,0.11017653156792231,0.91162223790708
41196,96382,12933,10,0.6599999999999999,0.5160988151314561,0.3572888806075597
50056,159418,153725,12,0.43999999999999995,0.172086815792445,0.9274908493177917
90885,155028,21555,3,0.72,0.4145095595634337,0.5438873751940735
64351,111321,54056,27,0.52,0.45834519991735617,0.5429611737294332
62322,168929,24627,6,0.29,0.3780094773543915,0.5352441410388554
29057,124186,92902,7,0.72,0.31657107886557256,0.6190135402612505
77742,92095,40892,10,0.43999999999999995,0.20114707638851193,0.8134886977185808
71542,71322,31478,19,0.52,0.26853442135666417,0.7829775892868496
85558,117628,81946,8,0.48,0.1271302070935491,0.8561885653167484
82976,62674,34122,8,0.58,0.03904643073682873,0.9883016240363357
42298,26470,7062,6,0.72,0.08989497544389874,0.913547311120294
35581,111563,101256,11,0.8599999999999999,0.30927533321979506,0.7229831230488458
15006,89453,73472,6,0.38,0.19513512123685062,0.8421144497438535
51471,85066,64213,18,0.42999999999999994,0.22553422048762134,0.8318427401920734
78791,182023,85863,28,0.48,0.5054550908401685,0.45811883145911386
32730,145849,84823,13,0.52,0.38604456664084097,0.6449928111231302
70719,89806,47814,15,0.29,0.18779504710153,0.8642143811381077
9690,41650,33706,21,0.6199999999999999,0.4024969987995198,0.7128540470481608
61578,63894,11869,24,0.48,0.4205699439696998,0.5704913018411549
91310,140667,113475,1,0.52,0.04858653415513234,0.9593993522789727
45849,164993,24023,13,0.6199999999999999,0.5743945985587268,0.4072933165673643
9376,196111,25923,14,0.72,0.6887829647495551,0.25919428696974844
30841,138248,15304,23,0.29,0.605794774607951,0.3849933234197739
22592,152447,104485,11,0.43999999999999995,0.323386973833529,0.6457904089014187
98662,123889,8159,15,0.48,0.4287448118880612,0.5210721275283486
35424,49320,9340,25,0.72,0.5747753446877535,0.369645642836569
7272,198276,148093,28,0.52,0.5262358328794207,0.4719728881852562
51948,120485,114898,29,0.6599999999999999,0.3772011453707931,0.5782379296238693
59751,65201,47224,29,0.33999999999999997,0.22736295455591177,0.7695450412460542
61860,122552,56628,28,0.6599999999999999,0.5417411058163065,0.5171017063646225
7849,76344,58775,19,0.38,0.36520847741800266,0.6590175398558981
48475,103791,29299,23,0.52,0.5329713173589232,0.4325870629248473
85018,157263,88434,10,0.6199999999999999,0.29888414948207775,0.7082532673201701
30524,112759,64123,15,0.58,0.415320426750858,0.5331962618351698
6508,93870,29162,20,0.38,0.568935549163737,0.3856396312415991
5533,187516,171412,13,0.42999999999999994,0.2845002239808869,0.7016679825610408
12272,58498,48492,10,0.72,0.32148394816916814,0.7010606205914576
28277,44648,37966,22,0.48,0.23386427163590753,0.7941207519846636
86506,195309,136250,25,0.72,0.45407940238289074,0.5552975368378075
3584,122892,77833,26,0.57,0.5689129642287537,0.3967257092255458
26291,88469,20187,5,0.52,0.42557408809865593,0.48545443945876265
4739,119694,24773,24,0.42999999999999994,0.6743344361455044,0.29815867828059217
31686,25586,7917,17,0.57,0.24570569842882817,0.774736752521109
75983,40039,8793,16,0.58,0.07683823272309498,0.8949126717253012
72394,85431,22297,6,0.38,0.21538310449368497,0.805777514229166
49165,166583,81106,19,0.6599999999999999,0.5047063866060763,0.4945758900657163
21545,135375,117660,24,0.33999999999999997,0.3465983379501385,0.6468955305653672
53449,72335,37479,27,0.15,0.28607486002626675,0.7254470843592584
72416,195138,156285,8,0.38,0.16231165636626388,0.8048862566432873
69194,94694,25651,9,0.38,0.2764333115086489,0.796630902368113
94422,74970,21766,16,0.57,0.23702907829798597,0.67077518228875
40705,28802,13307,16,0.06,-0.03078758419554195,1.0
71490,29265,20861,15,0.57,-0.2969873569109858,1.0
48162,73634,26181,13,0.8599999999999999,0.44955580302577614,0.5716475400501464
27457,122478,67699,25,0.72,0.5776486226097748,0.4243237298022622
4275,36374,25382,29,0.6599999999999999,0.5736188486281409,0.2954190150260144
11857,167032,131519,29,0.42999999999999994,0.48274886249341437,0.4473976914910624
6949,179204,12951,26,0.52,0.7754590522532979,0.2855264852412117
89656,49670,27852,20,0.33999999999999997,-0.0638063217233743,1.0
58108,46312,6449,11,0.94,0.3598873726032129,0.6475836010722469
715,174560,132870,4,0.42999999999999994,0.2633028185151237,0.7222775714698614
34396,30400,15345,23,0.94,0.37065789473684213,0.6240177111041304
728,164401,76792,11,0.38,0.4358308282796333,0.5414795474621625
99302,53686,16445,26,0.48,0.12656826733226545,0.905795106989759
17076,133221,42333,4,0.72,0.4904405161348436,0.4166231153104729
63394,72116,40289,12,0.48,0.17681546397470738,0.8289644358784787
42410,52574,41536,28,0.57,0.29297892494388855,0.6512008360586099
28560,129779,23557,19,0.52,0.6073735658311437,0.38511041115526273
27594,155440,124181,25,0.48,0.42118347915594445,0.5624817101847374
80940,185750,29466,12,0.33999999999999997,0.4278228802153432,0.5675600516350642
74719,133428,117564,27,0.6199999999999999,0.3355597625685763,0.5999007941238942
96926,163424,109127,17,0.43999999999999995,0.2569698942627766,0.6933621707581259
43959,190797,14196,14,0.6599999999999999,0.6391195144577744,0.3100865441927267
80856,127529,29700,12,0.8599999999999999,0.4946385684824628,0.5135317052186574
77396,182002,19380,23,0.19999999999999998,0.5198326392017669,0.4203861722554725
40386,69178,11937,4,0.43999999999999995,0.3278385613923501,0.6923348845130457
9497,191616,108247,23,0.57,0.5601646835337342,0.41236732371949375
64156,133218,105764,9,0.42999999999999994,0.15695733309312557,0.780572906753898
3674,128255,40333,10,0.8599999999999999,0.6236161553155821,0.32098469258227247
11860,92635,28760,10,0.19999999999999998,0.39740486857019486,0.6095059879850272
13361,108095,65942,27,0.6599999999999999,0.586903742078727,0.44768231195665753
92672,108177,77902,15,0.57,0.1759451362119489,0.879698370826476
20072,47160,25906,6,0.48,0.25658693808312133,0.7553371024850751
5323,139392,36376,5,0.6599999999999999,0.5321590622130394,0.44095720872728844
23845,181040,58364,16,0.72,0.6075339151568715,0.4458921290124757
33419,98518,87844,10,0.48,0.18557311354270284,0.8021147803598614
33424,71272,40853,4,0.71,0.2830314288921316,0.7467536836166441
64252,173706,37363,13,0.29,0.41999586657916255,0.5950891338659242
653,33016,14369,14,0.57,0.5309812212260723,0.4777955902528576
11549,133089,68456,19,0.33999999999999997,0.46022201684587,0.49978095781903337
20310,114774,95777,8,0.6599999999999999,0.29111969609841953,0.6134801970454151
56617,190851,38980,1,0.48,0.38330610790616765,0.6974328316293249
37511,31397,11031,16,0.52,0.21704468579800623,0.7668539064773909
54285,196326,45096,25,0.33999999999999997,0.5771688518077076,0.37862322419510397
88468,45739,26209,13,0.94,0.0025376156015654017,0.8680415527882246
84021,139779,47919,10,0.3,0.2725424419977249,0.7365332245776528
5494,51315,6299,23,0.94,0.8307800837961611,0.22996859176845078
90849,88367,82355,6,0.6199999999999999,-0.0352124435592473,1.0
71226,101268,90042,16,0.42999999999999994,0.12233925820594857,0.9318822206632712
60538,173956,22199,27,0.38,0.6285526454965624,0.4126070596380819
59254,135720,41110,29,0.72,0.6538617742410845,0.3802977712771811
19824,126311,39409,3,0.48,0.40211631607698456,0.6635984344489031
44465,21936,14154,19,0.72,-0.06020623632385125,1.0
40556,143745,33885,4,0.72,0.47706647187728274,0.48121787442068864
93554,90268,69952,12,0.48,0.043104444542916676,0.9860677043819867
67581,129876,71275,21,0.7999999999999999,0.474377868120361,0.6217944216208867
89544,164821,68217,22,0.48,0.4354617676145637,0.5258074838845073
94842,182007,77534,9,0.8599999999999999,0.4212752037009565,0.47483420530623366
41837,35734,14661,6,0.57,0.11565047293893765,0.8683346368342303
22251,83753,78620,6,0.58,0.17881272312633573,0.7831663668830956
39763,106840,5755,12,0.8599999999999999,0.644801759640584,0.34886143857012075
47325,60115,19249,26,0.19999999999999998,0.35574648590202107,0.5490165701262419
9146,107838,73159,8,0.58,0.3571899701403958,0.581783821123702
58439,71428,28777,3,0.6599999999999999,0.22140174721397773,0.8391816770865685
32125,183499,152764,23,0.6599999999999999,0.44247691813034407,0.48010020903124234
28189,105155,86731,19,0.57,0.3506619276306404,0.611969160932045
47400,106807,38313,25,0.6599999999999999,0.571377681238121,0.4020541254186945
81408,107453,32829,19,0.52,0.39650766381580793,0.5564693216949042
5263,178666,120819,18,0.57,0.47167153235646403,0.5300597045814983
45837,57860,11022,26,0.7999999999999999,0.5861406844106464,0.3887970086776797
6136,88580,80148,11,0.52,0.28329510047414763,0.7880345485420757
17643,20654,10481,7,0.57,0.18175239663019271,0.8468479172848309
61965,178272,93074,29,0.43999999999999995,0.508888013821576,0.4558755643978798
21198,59148,22392,7,0.52,0.3670529519172246,0.6125779797136849
13661,182462,61116,25,0.6199999999999999,0.6795581107299054,0.39401156668753484
69944,177403,146835,22,0.8599999999999999,0.42864345022350236,0.5399618828873332
73278,77913,7637,10,0.33999999999999997,0.2806389947762248,0.5747693752762648
85592,133768,120911,19,0.42999999999999994,0.16548944441121938,0.8264327564074861
15698,127509,31627,18,0.48,0.5878511791324534,0.3809049999792691
93622,23681,14635,9,0.38,-0.8292418394493476,1.0
74999,138888,39765,29,0.19999999999999998,0.4734771902540176,0.47180456986847524
19677,191635,16332,1,0.57,0.5161063219140555,0.489873611996817
41370,41673,21117,26,0.48,0.303488877690591,0.6647399669676212
1335,132698,116560,7,0.57,0.28662766582766885,0.7152975164540716
91686,129934,73143,11,0.6599999999999999,0.2711397478719966,0.8008895061580974
61282,186991,101952,13,0.6599999999999999,0.41159225845094144,0.6078265280105669
7497,117493,20728,18,0.33999999999999997,0.5922899747218984,0.402968813714058
84267,168790,92508,4,0.52,0.22700124414953493,0.7405074115755933
59842,198703,185388,17,0.58,0.28045491009194623,0.7237535014173386
27543,75501,58309,4,0.57,0.19264130276420177,0.8644401404522727
19923,24150,18065,10,0.38,0.067296066252588,0.9105961852355859
34735,86917,78690,19,0.42999999999999994,0.2369711678958086,0.8269600265067487
15532,21168,8129,20,0.42999999999999994,0.35526606198034766,0.6774152824190006
50097,85184,42879,29,0.6599999999999999,0.5102213091660406,0.5345928888404897
43726,164454,9025,21,0.71,0.7212828024858016,0.2797756047349414
11225,154515,26395,22,0.52,0.6858760638125748,0.33035231293113215
74068,179762,6407,1,0.43999999999999995,0.40413326509495895,0.5895615364390553
78962,195426,96288,13,0.48,0.3557015136164073,0.6314814524649681
22986,44502,35063,6,0.3,0.07988629724506763,0.8932113148304255
63285,102768,15748,19,0.52,0.49996329596761646,0.5023112778489212
90869,176688,16182,4,0.43999999999999995,0.3810787150230915,0.6468381061374938
90554,160021,56962,17,0.6599999999999999,0.45584722005236816,0.518273477324318
87596,71012,64305,19,0.71,0.07071813214667938,0.9143688934875752
59155,172192,155862,28,0.72,0.43087211949451776,0.641228170388158
19656,148364,41160,17,0.29,0.5062841929308997,0.49708610141099047
82337,115377,47863,27,0.58,0.46397365159433857,0.5205799161881746
21911,107201,21198,18,0.42999999999999994,0.568586197889945,0.3521996074787228
52088,141544,40362,14,0.6199999999999999,0.5015383484994065,0.4040850563501872
77458,157450,112669,23,0.48,0.340179739599873,0.6299993844704611
59002,175086,84872,25,0.6599999999999999,0.5530055401345624,0.5231093380326618
13919,174062,34661,26,0.42999999999999994,0.685358194206662,0.3184785177291636
2542,157202,110723,23,0.6599999999999999,0.5414145876006666,0.5389127817137501
12120,171877,12857,18,0.6599999999999999,0.726923939794155,0.2281977259558266
82928,31826,18890,12,0.19999999999999998,-0.4391164456733487,1.0
92605,77042,54476,9,0.38,-0.03943994184990007,1.0
66990,89123,21535,3,0.33999999999999997,0.20984971331754998,0.733291347892322
69431,43147,16559,14,0.33999999999999997,0.00573560154819569,0.9496229185859003
4332,144647,56024,13,0.71,0.5790892379378764,0.3827848001047937
63544,143714,89363,20,0.3,0.30862866526573607,0.743186479337888
67584,77836,12435,24,0.48,0.45961025746441236,0.5469155231857925
27005,121190,105468,10,0.57,0.2560424952553841,0.6585315795830798
43954,119397,8880,20,0.48,0.6038105480037188,0.4164000952601478
50841,74362,58997,2,0.48,0.041540948333826405,0.9942526889007216
94360,171388,162255,17,0.72,0.24214628795481596,0.7626875181021957
73681,133012,19116,19,0.57,0.5373307070038792,0.44647266794850987
27139,131915,95198,22,0.7999999999999999,0.5096160406322253,0.4297377122452677
13903,107876,90366,21,0.42999999999999994,0.3652625607178612,0.6782149946145283
99726,56701,8385,26,0.42999999999999994,0.20220611629424534,0.8265891055523714
55682,125185,41404,26,0.58,0.5682636897391861,0.4242647359602595
84646,57500,38785,7,0.8599999999999999,0.016559999999999964,1.0
18009,79412,61030,14,0.52,0.32055674205409757,0.7265826836529062
28438,34016,7658,28,0.19999999999999998,0.39914275634995294,0.5950960320224371
95199,171761,132101,29,0.6599999999999999,0.41408508334255156,0.5666677722369444
49042,152283,136301,10,0.8599999999999999,0.3033661932060703,0.7286217788830419
28536,135074,104273,14,0.52,0.3238336319350874,0.6636634452753177
